Column1,Column2
"you guys need to change the calls in void to give seriousness to minions i think, every few runs after the beginning phase when splits come in an excessive amount of minions are allowed to grow into medium and potentially big forms... ignore minions is not a good call","Hi there, thanks for reaching out! Do you mind letting us know which RL or RLs are not giving the minion callouts importance like they should? We will be sure to pass this along to the HRLs to make sure minions are adequately called. They are vital to handle to ensure the run progresses safely and smoothly with minimal raider loss, so appreciate your feedback on this matter."
"I want to modmail MakeKills, i asked him to wait like 10 secs to pop the key i grab my character went to server, he could say to me to dot when im there because i lost the dungeon for like 3 seconds","Hi there, thanks for reaching out to us! We appreciate the feedback you've given us, but just want to make sure of the circumstances. Did MakeKills acknowledge that he read your message as there's a possibility he just didn't see it and popped the key. The best way I recommend catching the attention of an RL is DMing them in-game. Any more information in this interaction would help us improve our raids and the server 🙂"
"I just cannot listen to it, and i dont know why","Hi there, thanks for reaching out! Unfortunately, you are experiencing a Discord Glitch, as you are actually in Lounge, not in the AFK VC. This is a glitch where your client-side thinks that it made it into the VC, but server-side you didn't. So, it means you did not make it into the run. I recommend joining a run without being in lounge beforehand to prevent this bug from happening. If you want more information, check the pinned messages in <#378991029186985985> for more details. Hope this helped you and have a nice day :)."
The priest was 8/8 and had a fallen wand and a t6 tome,"If you would like to appeal this decision, please message <@1035901429841412107> `*Caro`"
thanks for unbanning me. so happy to do lost halls with yall again,We’re glad to have you back!
I was the rune.,"Hi, if you are asking in regards to why you were kicked from the void run and received a warning, you were not in vc during the run. If you have further questions on why, DM Instagram as he is the one that parsed you"
I hope you are getting my clips and mp3 files.,"We can see them, yes. We'll forward this to the HRLs, thank you."
"Once again more evidence of him not leading at all. We failed the coin phases and because of that a lot of raiders nexussed because the rl (pipsi) did not follow the coin and just told someone else to do it. He doesn't call guards, we got silenced twice and he didn't even say anything... Other rls have to unmute themselves to start calling so the group stays on track. You can also tell by the rls voice hes fed up with having to intervene. This is pathetic and lost halls shouldn't have rls like that... This is pathetic and lost halls dc shouldn't have rls like that.","We'll forward this to the HRLs, thank you."
Just did an o3 run with Pipsi. Probably my favorite run of all time. 100% room for improvement on the o3 calls but I couldn't stop laughing the entire run. 10/10 would run with him again.,"We're so happy that you had fun! Thank you for letting us know, we'll forward this to the HRLs :>"
"I just have to complain about your rl @pipsi48 (603294790209241108), once again he randomly starts speaking another language in vc, no one enjoys his runs, tells people if someone has a problem with him to leave, mute him, which shouldn't be a consideration since hes an rl and supposed lead the raid and not make everyone mute him... This runs always have to interruped by other rls to keep him on track or calm him down. He also keep reporting me and only me since he knows i modmailed him about the nword and his behavior...",Thank you for letting us know. This is very concerning behavior. Please know that this is being dealt with by the HRL team.
